fn	sample_name	id	idz	group	title	author	year	l	num_lines
corpus/Sonnets/Z200383340.txt	Sonnets	english/griffinb/Z200383340	Z200383340	1625-1649	SONNET. LVIII.  [Oh beautie Syren, kept with Cyrces rod]	Griffin, Bartholomew, d. 1602	1596	The fairest good in seeme, but fowlest ill:	14
corpus/Sonnets/Z200383330.txt	Sonnets	english/griffinb/Z200383330	Z200383330	1625-1649	SONNET. XLVIII.  [Mvrder, oh murder! I can crie no longer]	Griffin, Bartholomew, d. 1602	1596	Murder, oh murder! is there none to ayde me?	14
corpus/Sonnets/Z200383284.txt	Sonnets	english/griffinb/Z200383284	Z200383284	1625-1649	SONNET. II.  [How can that piercing christall&hyphen;painted eye]	Griffin, Bartholomew, d. 1602	1596	That gaue the onset to my high&hyphen;aspiring,	14
corpus/Sonnets/Z200344599.txt	Sonnets	english/ec/Z200344599	Z200344599	1625-1649	SONNET. XXX.  [On Tellus bosome spring two fragrant flowers]	E. C., fl. 1595	1595	The milkwhite Lilly, and the blushing Rose,	14
corpus/Sonnets/Z200490050.txt	Sonnets	english/smithwil/Z200490050	Z200490050	1625-1649	SONNET 46.  [When Chloris first with hir hart&hyphen;robbing&hyphen;eie]	Smith, William, fl. 1596	1970	Inchaunted had my silly sences all,	14
corpus/Sonnets/Z300417969.txt	Sonnets	english/lovelace/Z300417969	Z300417969	1625-1649	Sonnet.  [VVhen I by thy faire shape did sweare]	Lovelace, Richard, 1618-1658	1657	And mingled with each Vowe a teare,	16
corpus/Sonnets/Z200490014.txt	Sonnets	english/smithwil/Z200490014	Z200490014	1625-1649	SONNET 10.  [Am I a Gorgon? that she doth me flie]	Smith, William, fl. 1596	1970	Or was I hatched in the riuer Nyle?	14
corpus/Sonnets/Z200490028.txt	Sonnets	english/smithwil/Z200490028	Z200490028	1625-1649	SONNET 24.  [Though they augmenters of my thraldome be]	Smith, William, fl. 1596	1970	Though they augmenters of my thraldome be,	14
corpus/Sonnets/Z200383326.txt	Sonnets	english/griffinb/Z200383326	Z200383326	1625-1649	SONNET. XLIIII.  [No choice of change can euer change my minde]	Griffin, Bartholomew, d. 1602	1596	Choiceles my choice the choicest choice aliue:	14
corpus/Sonnets/Z200383342.txt	Sonnets	english/griffinb/Z200383342	Z200383342	1625-1649	SONNET. LX.  [Oh let me sigh, weepe, waile, and crie no more]	Griffin, Bartholomew, d. 1602	1596	Or let me sigh, weepe, waile, crie more and more:	15
corpus/Sonnets/Z200344603.txt	Sonnets	english/ec/Z200344603	Z200344603	1625-1649	SONNET. XXXIIII.  [Emaricdulf loue is a holy fire]	E. C., fl. 1595	1595	That burnes vnseene, and yet not burning seene:	14
corpus/Sonnets/Z200383310.txt	Sonnets	english/griffinb/Z200383310	Z200383310	1625-1649	SONNET. XXVIII.  [Well may my soule immortall and diuine]	Griffin, Bartholomew, d. 1602	1596	That is imprison'd in a lump of clay,	14
corpus/Sonnets/Z200344604.txt	Sonnets	english/ec/Z200344604	Z200344604	1625-1649	SONNET. XXXV.  [O Faith, thou sacred Phœnix of this age]	E. C., fl. 1595	1595	Into another world from hence exiled	14
corpus/Sonnets/Z200383305.txt	Sonnets	english/griffinb/Z200383305	Z200383305	1625-1649	SONNET. XXIII.  [Flye to her heart, houer about her heart]	Griffin, Bartholomew, d. 1602	1596	With daintie kisses mollifie her heart:	14
corpus/Sonnets/Z200344573.txt	Sonnets	english/ec/Z200344573	Z200344573	1625-1649	SONNET. IIII.  [My forlorne muse that neuer trode the path]	E. C., fl. 1595	1595	That leades to top of hie Pierion mount,	14
corpus/Sonnets/Z200344607.txt	Sonnets	english/ec/Z200344607	Z200344607	1625-1649	SONNET. XXXVIII.  [My thoughts ascending the hie house of fame]	E. C., fl. 1595	1595	Found in records of vertuous monuments	14
corpus/Sonnets/Z200274666.txt	Sonnets	english/baxterna/Z200274666	Z200274666	1625-1649	To the vertuous Ladie. M. Agape Wrotha.	Baxter, Nathaniel, fl. 1606	1578	That doth containe a true description,	14
corpus/Sonnets/Z300638255.txt	Sonnets	english-ed2/ep2503/Z300638255	Z300638255	1625-1649	On Ben Jonson.	Godolphin, Sidney, 1610-1643	1906	nan	14
corpus/Sonnets/Z200383287.txt	Sonnets	english/griffinb/Z200383287	Z200383287	1625-1649	SONNET. V.  [Arraign'd poore captiue at the barre I stand]	Griffin, Bartholomew, d. 1602	1596	The barre of Beautie, barre to all my ioyes,	14
corpus/Sonnets/Z200383306.txt	Sonnets	english/griffinb/Z200383306	Z200383306	1625-1649	SONNET. XXIIII.  [Striuing is past, ah I must sinke and drowne]	Griffin, Bartholomew, d. 1602	1596	And that in sight of long descried shore:	14
corpus/Sonnets/Z200344609.txt	Sonnets	english/ec/Z200344609	Z200344609	1625-1649	SONNET. XXXX.  [Some bewties make a god of flatterie]	E. C., fl. 1595	1595	Nathes, I abhorre such faithles prophesie,	14
corpus/Sonnets/Z200383337.txt	Sonnets	english/griffinb/Z200383337	Z200383337	1625-1649	SONNET. LV.  [Oh no I dare not, oh I may not speake!]	Griffin, Bartholomew, d. 1602	1596	Yes, yes, I dare, I can, I must, I will:	14
corpus/Sonnets/Z200490043.txt	Sonnets	english/smithwil/Z200490043	Z200490043	1625-1649	SONNET 39.  [The stately Lion and the furious Beare]	Smith, William, fl. 1596	1970	The stately Lion and the furious Beare	14
corpus/Sonnets/Z200274665.txt	Sonnets	english/baxterna/Z200274665	Z200274665	1625-1649	To the Honourable La. Kalandra, the noble D. Hastings.	Baxter, Nathaniel, fl. 1606	1578	With her accomplished Philosophie,	14
corpus/Sonnets/Z200344582.txt	Sonnets	english/ec/Z200344582	Z200344582	1625-1649	SONNET. XIII.  [That I did loue and once was lou'd of thee]	E. C., fl. 1595	1595	Witnesse the fauours that I haue receiued:	14
corpus/Sonnets/Z200383338.txt	Sonnets	english/griffinb/Z200383338	Z200383338	1625-1649	SONNET. LVI.  [Is trust betraide, doth kindnes grow vnkind?]	Griffin, Bartholomew, d. 1602	1596	Can beautie (both at once) giue life and kill?	14
corpus/Sonnets/Z200344591.txt	Sonnets	english/ec/Z200344591	Z200344591	1625-1649	SONNET. XXII.  [Ye subiects of her partiall painted praise]	E. C., fl. 1595	1595	Pen, paper, inke, you feeble instruments:	14
corpus/NotSonnets/Z400406603.txt	NotSonnets	english/jordanth/Z400406603	Z400406603	1625-1649	9. Epigram. On a little Gentleman, and Mr. Story a tall man.	Jordan, Thomas, 1612?-1685?	1661	This little Blade (by th' other mans vain glory	16
corpus/NotSonnets/Z300417115.txt	NotSonnets	english/lluelynm/Z300417115	Z300417115	1625-1649	MEN&hyphen;MIRACLES.  A POEM.	Lluelyn, Martin, 1616-1682	1653	And first (for feare ye should mistake a)	773
corpus/NotSonnets/Z200513059.txt	NotSonnets	english/trusselj/Z200513059	Z200513059	1625-1649	[Reade with regarde, what here with due regarde]	Trussel, John, fl. 1595	1595	Reade with regarde, what here with due regarde,	19
corpus/NotSonnets/Z200377009.txt	NotSonnets	english/fullerth/Z200377009	Z200377009	1625-1649	The Life and Death of Theodorus Beza.	Fuller, Thomas, 1608-1661	1651	If fame may be beleeved, I am he	22
corpus/NotSonnets/Z200536447.txt	NotSonnets	english/wildrobe/Z200536447	Z200536447	1625-1649	Upon some Bottles of Sack and Claret, laid in Sand, and covered with a Sheet.	Wild, Robert, 1609-1679	[1679]	No Spirits, but of Wine, will fright you here:	22
corpus/NotSonnets/Z200383748.txt	NotSonnets	english/habingto/Z200383748	Z200383748	1625-1649	To a Wanton.	Habington, William, 1605-1654	1948	In vaine faire sorceresse, thy eyes speake charmes,	14
corpus/NotSonnets/Z300331663.txt	NotSonnets	english/danielg1/Z300331663	Z300331663	1625-1649	An Ecloge: Spoken by Damon and Amintas.	Daniel, George, 1616-1657	1878	Non canimus Surdis, respondent omnia Silvæ.	277
corpus/NotSonnets/Z200414162.txt	NotSonnets	english/lauderge/Z200414162	Z200414162	1625-1649	iv. Damon:  OR A PASTORAL ELEGY, on the Death of his Honoured Friend William Drummond of Hawthornden.	Lauder, George, b. ca. 1600	1623	Tu decus omne tuis, postquam te fata tulerunt,	288
corpus/NotSonnets/Z200516929.txt	NotSonnets	english/wallered/Z200516929	Z200516929	1625-1649	LOVE'S FAREWELL.	Waller, Edmund, 1606-1687	1679	A long farewell to love I gave,	14
corpus/NotSonnets/Z300410866.txt	NotSonnets	english/knevetra/Z300410866	Z300410866	1625-1649	[61] The Prodigall	Knevet, Ralph, 1600-1671	1966	Disrob'd by Sinne, expos'd to the cold aire,	72
corpus/NotSonnets/Z300331607.txt	NotSonnets	english/danielg1/Z300331607	Z300331607	1625-1649	ODE XVI.  [Now faire and Cleare, the Heavens are pleas'd to Smile]	Daniel, George, 1616-1657	1878	The purgéd Ayre doth rise,	48
corpus/NotSonnets/Z300322879.txt	NotSonnets	english/cowleyab/Z300322879	Z300322879	1625-1649	ODE.  Sitting and Drinking in the Chair, made out of the Reliques of Sir Francis Drake's Ship.	Cowley, Abraham, 1618-1667	1905–1906	Clap on more sail and never spare;	68
corpus/NotSonnets/Z200277120.txt	NotSonnets	english/benlowes/Z200277120	Z200277120	1625-1649	[We jangle not in Shools, but strain to set]	Benlowes, Edward, 1603?-1676	[1657]	nan	24
corpus/NotSonnets/Z400402276.txt	NotSonnets	english/hunniswi/Z400402276	Z400402276	1625-1649	Hallowed be thy name.	Hunnis, William, d. 1597	1550	though we the same abuse,	16
corpus/NotSonnets/Z200275782.txt	NotSonnets	english/beaujose/Z200275782	Z200275782	1625-1649	Humane Revenge	Beaumont, Joseph, 1616-1699	1880	Whereby	54
corpus/NotSonnets/Z300471326.txt	NotSonnets	english/randolph/Z300471326	Z300471326	1625-1649	De Histrice, Ex Claudiano.	Randolph, Thomas, 1605-1635	1652	Shot showers of arrows forth, all levied right.	64
corpus/NotSonnets/Z300491955.txt	NotSonnets	english/sblawes/Z300491955	Z300491955	1625-1649	Cupid no god.	Lawes, Henry, 1600-1662	1653	Or else I shall blaspheme,	20
corpus/NotSonnets/Z300309306.txt	NotSonnets	english/cartwrig/Z300309306	Z300309306	1625-1649	On the Marriage of the Lady Mary to the Prince of Aurange his Son. 1641.	Cartwright, William, 1611-1643	1641	Disputing right and wrong,	70
corpus/NotSonnets/Z300471405.txt	NotSonnets	english/randolph/Z300471405	Z300471405	1625-1649	A Pastorall Courtship.	Randolph, Thomas, 1605-1635	1652	How all these boughes together meet!	198
corpus/NotSonnets/Z300471329.txt	NotSonnets	english/randolph/Z300471329	Z300471329	1625-1649	De Sene Veronensi: Ex Claudiano.	Randolph, Thomas, 1605-1635	1652	VVithin his own grounds, and no farther went;	24
corpus/NotSonnets/Z300491680.txt	NotSonnets	english/sblawes/Z300491680	Z300491680	1625-1649	[Deare, let mee now this Ev'ning die]	Lawes, Henry, 1600-1662	1653	O smile not to prevent it,	16
corpus/NotSonnets/Z300336176.txt	NotSonnets	english/denhamsi/Z300336176	Z300336176	1625-1649	A SONG  [Morpheus the humble God, that dwells]	Denham, John, Sir, 1615-1669	1642	In cottages and smoaky cells,	15
corpus/NotSonnets/Z200524412.txt	NotSonnets	english/welcomet/Z200524412	Z200524412	1625-1649	God saue	Anon., ca. 1603 (Welcome to James I)	1603	In memorable brasse let there be writ	20
corpus/NotSonnets/Z200516882.txt	NotSonnets	english/wallered/Z200516882	Z200516882	1625-1649	TO THE KING, ON HIS NAVY.	Waller, Edmund, 1606-1687	1679	Homage to thee, and peace to all she brings;	32
corpus/NotSonnets/Z300491852.txt	NotSonnets	english/sblawes/Z300491852	Z300491852	1625-1649	Loves Torment.	Lawes, Henry, 1600-1662	1653	And with what scorn you use to vex poor Hearts that humbly sue:	18
corpus/NotSonnets/Z300410830.txt	NotSonnets	english/knevetra/Z300410830	Z300410830	1625-1649	[25] Bounty	Knevet, Ralph, 1600-1671	1966	(Lord) all the praise,	72
corpus/NotSonnets/Z300322661.txt	NotSonnets	english/cowleyab/Z300322661	Z300322661	1625-1649	Wisdom.	Cowley, Abraham, 1618-1667	1905–1906	Things, which, I take it, friend, you'd ne're recite,	20
corpus/NotSonnets/Z200379770.txt	NotSonnets	english/goddardw/Z200379770	Z200379770	1625-1649	37  [Furious Hott&hyphen;spurr, a reason pry thee yeild]	Goddard, William, fl. 1615	[1599]	Furious Hott&hyphen;spurr, a reason pry thee yeild	16
corpus/NotSonnets/Z200383868.txt	NotSonnets	english/habingto/Z200383868	Z200383868	1625-1649	Universum stratum ejus versasti in infirmitate ejus. DAVID.	Habington, William, 1605-1654	1948	My Soule! When thou and I	48
corpus/NotSonnets/Z300417846.txt	NotSonnets	english/lovelace/Z300417846	Z300417846	1625-1649	The Snayl.	Lovelace, Richard, 1618-1658	1657	Sage Snayl, within thine own self curl'd;	66
corpus/NotSonnets/Z200383791.txt	NotSonnets	english/habingto/Z200383791	Z200383791	1625-1649	To my honoured Friend and Kinsman, R. St. Esquire	Habington, William, 1605-1654	1948	It shall not grieve me (friend) though what I write	52
corpus/NotSonnets/Z200274674.txt	NotSonnets	english/baxterna/Z200274674	Z200274674	1625-1649	To my Worshipfull friend: Iohn Stone Esquire, Counsellor at the Law, and Secondarie of the Counter in VVoodstreet London.	Baxter, Nathaniel, fl. 1606	1578	Nor Alchimist produce an Oyle from thence:	24
corpus/NotSonnets/Z300406489.txt	NotSonnets	english/jordanth/Z300406489	Z300406489	1625-1649	An Elegie on the death of a Male&hyphen;child drown'd in Ice.	Jordan, Thomas, 1612?-1685?	1661	By pittying fate and my owne discontent,	26
corpus/NotSonnets/Z200265251.txt	NotSonnets	english/austinjo/Z200265251	Z200265251	1625-1649	Hymn VIII.  [Now, my Soul, the day is gone]	Birchley, William, 1613-1669	1668	Which in the morn was thine:	36
corpus/NotSonnets/Z400322584.txt	NotSonnets	english/cowleyab/Z400322584	Z400322584	1625-1649	[Why dost thou heap up Wealth, which thou must quit]	Cowley, Abraham, 1618-1667	1905–1906	Why dost thou heap up Wealth, which thou must quit,	52
corpus/NotSonnets/Z300415239.txt	NotSonnets	english/leighto1/Z300415239	Z300415239	1625-1649	A feruent prayer vnto God, that the repentant may find fauour in Christ, whose merits and satisfaction he offereth vnto thee O Lord, as a pleasing ransome for his sinnes.	Leighton, William, d. 1616	1613	regard my woefull moane:	24
corpus/NotSonnets/Z200275841.txt	NotSonnets	english/beaujose/Z200275841	Z200275841	1625-1649	The Bankrupt	Beaumont, Joseph, 1616-1699	1880	A Bankrupt be:	30
corpus/NotSonnets/Z200485491.txt	NotSonnets	english/shirleyj/Z200485491	Z200485491	1625-1649	To the Painter preparing to draw M. M. H.	Shirley, James, 1596-1666	1921	More for thy fame, and art, to misse	46
corpus/NotSonnets/Z200474130.txt	NotSonnets	english/richnath/Z200474130	Z200474130	1625-1649	UPON THE DECLARATION OF HIS MAJESTY KING CHARLES OF England the Second.	Richards, Nathaniel, 1611-1660	1630	Of black mouth'd Murth'ring Malice, make him Live	26
corpus/NotSonnets/Z200437830.txt	NotSonnets	english/miltonjo/Z200437830	Z200437830	1625-1649	PSAL. V.  Aug. 12. 1653.	Milton, John, 1608-1674	1653	My meditation waigh	40
corpus/NotSonnets/Z200372666.txt	NotSonnets	english/fanshaw1/Z200372666	Z200372666	1625-1649	A CANTO OF THE Progresse of Learning	Fanshawe, Richard, Sir, 1608-1666	1655	What may have bred in knowledge such decay	254
corpus/NotSonnets/Z200415315.txt	NotSonnets	english/leighto1/Z200415315	Z200415315	1625-1649	A heauenly Himme of the ioyes Celestiall.	Leighton, William, d. 1616	1613	I looke vnto thy Tabernacle,	48
corpus/NotSonnets/Z300308930.txt	NotSonnets	english/carewtho/Z300308930	Z300308930	1625-1649	To the New&hyphen;yeare for the Countesse of Carlile.	Carew, Thomas, 1595?-1639?	1651	Lend them light who else have none,	24
corpus/NotSonnets/Z200414158.txt	NotSonnets	english/lauderge/Z200414158	Z200414158	1625-1649	CALEDONIAS COVENANT  A PANEGYRICK TO THE WORLDE.	Lauder, George, b. ca. 1600	1623	My heauy Grieffe, and Speedy help affoard,	314
corpus/NotSonnets/Z200501415.txt	NotSonnets	english/suckling/Z200501415	Z200501415	1625-1649	Loves World.	Suckling, John, Sir, 1609-1642	1646	To love, there's ever fram'd within	70
corpus/NotSonnets/Z300493035.txt	NotSonnets	english/sbtailor/Z300493035	Z300493035	1625-1649	Psalm 92.  [A good, a gracious act it is]	Tailor, Robert, fl. 1614	1615	To praize the Lord, to celebrate his bliss:	40
corpus/NotSonnets/Z200544976.txt	NotSonnets	english/wyvillsi/Z200544976	Z200544976	1625-1649	FAITH.	Wyvill, Christopher, Sir, 1614-1672?	1647	By sweet gradations, open'd to thy Faith	20
corpus/NotSonnets/Z200491108.txt	NotSonnets	english/sbgamble/Z200491108	Z200491108	1625-1649	Love decyphered.	Gamble, John, 1615?-1687	1656	How she may prove arms me against thy Dart;	18
corpus/NotSonnets/Z200387870.txt	NotSonnets	english/harveych/Z200387870	Z200387870	1625-1649	The Circumcision.	Harvey, Christopher, 1597-1663	1647	Seaze on my Saviours tender flesh, scarce grown	48
corpus/NotSonnets/Z200286616.txt	NotSonnets	english/bradstre/Z200286616	Z200286616	1625-1649	In honour of Du Bartas, 1641.	Bradstreet, Anne, 1612?-1672	1641	My ravish'd Eyes and heart with faltering tongue,	92
corpus/Sonnets/Z300265642.txt	Sonnets	english/ayresphi/Z300265642	Z300265642	1650-1674	Cynthia sleeping in a Garden.  A Sonnet.	Ayres, Philip, 1638-1712	[1683]	Gaz'd, till his wanton Coursers lost their Way.	14
corpus/Sonnets/Z300265631.txt	Sonnets	english/ayresphi/Z300265631	Z300265631	1650-1674	A Sonnet, of Petrarc,  Shewing how long he had lov'd Madonna Laura.	Ayres, Philip, 1638-1712	[1683]	I catch at Shadows, grasp Air with my Hand;	14
corpus/Sonnets/Z300265571.txt	Sonnets	english/ayresphi/Z300265571	Z300265571	1650-1674	On the Death of Cynthia's Horse.  A Sonnet.	Ayres, Philip, 1638-1712	[1683]	Thy back with pride has born, thou happy Horse,	14
corpus/Sonnets/Z300265576.txt	Sonnets	english/ayresphi/Z300265576	Z300265576	1650-1674	A Sonnet.  Of LOVE.	Ayres, Philip, 1638-1712	[1683]	If it be Love, what Love is, fain I'd know?	14
corpus/Sonnets/Z300265601.txt	Sonnets	english/ayresphi/Z300265601	Z300265601	1650-1674	A Sonnet, of Petrarc,  On the Death of Laura.	Ayres, Philip, 1638-1712	[1683]	On yon' high Hill, and thence survey the Plain,	14
corpus/Sonnets/Z200321663.txt	Sonnets	english/cottonch/Z200321663	Z200321663	1650-1674	Sonnet.  [How should'st thou love, and not offend?]	Cotton, Charles, 1630-1687	1675	As thou did'st once, so love me now,	14
corpus/Sonnets/Z300265569.txt	Sonnets	english/ayresphi/Z300265569	Z300265569	1650-1674	Invites Poets and Historians to write in Cynthia's Praise.  A Sonnet.	Ayres, Philip, 1638-1712	[1683]	Glory to others, and your selves create:	14
corpus/Sonnets/Z300265583.txt	Sonnets	english/ayresphi/Z300265583	Z300265583	1650-1674	A Sonnet.  The Rose and Lily.	Ayres, Philip, 1638-1712	[1683]	Upon a shady Throne, at her Repose,	14
corpus/Sonnets/Z300321533.txt	Sonnets	english/cottonch/Z300321533	Z300321533	1650-1674	Sonnet. I.  [Alice is tall and upright as a Pine]	Cotton, Charles, 1630-1687	1675	White as blaunch'd Almonds, or the falling Snow,	14
corpus/Sonnets/Z300265644.txt	Sonnets	english/ayresphi/Z300265644	Z300265644	1650-1674	On Lydia distracted.  A Sonnet.	Ayres, Philip, 1638-1712	[1683]	With her torn Garments, and with naked Feet,	14
corpus/Sonnets/Z300385817.txt	Sonnets	english/hannaypa/Z300385817	Z300385817	1650-1674	Sonnet III.	Hannay, Patrick, d. 1629?	1622	Did roue at randome in the fields of loue,	14
